ORF,ImageNumber,ObjectNumber,filename,Plate,well_number,series_number,gene_name,row_id,score,is_inlier
YMR141C,132,14,20181002_135035_623plate1WellB20BlueChannel(series3).tif,1,B20,3,,132,0.13247255031205799,False
YMR140W,126,86,20181002_135035_623plate1WellB18BlueChannel(series3).tif,1,B18,3,SIP5,126,0.1326811097435099,False
YML004C,807,5,20181002_135035_623plate1WellL05BlueChannel(series3).tif,1,L05,3,GLO1,807,0.13945276256520056,False
YLR064W,628,45,20181002_135035_623plate1WellI18BlueChannel(series1).tif,1,I18,1,PER33,628,0.14243426127436878,False
YJR061W,1418,17,20181015_135757_230plate10WellD16BlueChannel(series2).tif,10,D16,2,MNN14,1418,0.12755020815758317,False
YCR087W,2010,14,20181015_135757_230plate10WellL21BlueChannel(series3).tif,10,L21,3,,2010,0.12757573593883229,False
YAL029C,321,38,20181002_135035_623plate1WellE11BlueChannel(series3).tif,1,E11,3,MYO4,321,0.11901488196920897,False
YML003W,813,3,20181002_135035_623plate1WellL07BlueChannel(series3).tif,1,L07,3,,813,0.12442538433824121,False
YDL219W,1783,33,20181015_135757_230plate10WellI18BlueChannel(series1).tif,10,I18,1,DTD1,1783,0.1330369529740492,False
YLR120C,79,201,20181002_135035_623plate1WellB03BlueChannel(series1).tif,1,B03,1,YPS1,79,0.11382106293200664,False
YDL222C,1791,62,20181015_135757_230plate10WellI20BlueChannel(series3).tif,10,I20,3,FMP45,1791,0.07320804639458796,False
YMR060C,1511,6,20181015_135757_230plate10WellE23BlueChannel(series2).tif,10,E23,2,SAM37,1511,0.11339160741642022,False
YLR112W,1061,38,20181002_135035_623plate1WellO18BlueChannel(series2).tif,1,O18,2,,1061,0.10327930017858954,False
YAR042W,759,89,20181002_135035_623plate1WellK13BlueChannel(series3).tif,1,K13,3,SWH1,759,0.13994089453026273,False
YDL124W,1701,35,20181015_135757_230plate10WellH14BlueChannel(series3).tif,10,H14,3,,1701,0.0741643628246786,False
YLL026W,1039,27,20181002_135035_623plate1WellO11BlueChannel(series1).tif,1,O11,1,HSP104,1039,0.14000459282962682,False
YDL173W,2102,65,20181015_135757_230plate10WellN04BlueChannel(series2).tif,10,N04,2,PAR32,2102,0.12611182708186658,False
YJR109C,1184,47,20181015_135757_230plate10WellA10BlueChannel(series2).tif,10,A10,2,CPA2,1184,0.1402166929702277,False
YNR032C-A,1631,42,20181015_135757_230plate10WellG15BlueChannel(series2).tif,10,G15,2,HUB1,1631,0.05567081231992593,False
YAL066W,19,8,20181002_135035_623plate1WellA07BlueChannel(series1).tif,1,A07,1,,19,0.047118286010953234,False
YCR025C,1697,31,20181015_135757_230plate10WellH13BlueChannel(series2).tif,10,H13,2,,1697,0.03812714693920646,False
YMR198W,707,11,20181002_135035_623plate1WellJ20BlueChannel(series2).tif,1,J20,2,CIK1,707,0.10959808876451745,False
YLR042C,455,1,20181002_135035_623plate1WellG08BlueChannel(series2).tif,1,G08,2,,455,0.14233684131326524,False
YML010C-B,1493,57,20181015_135757_230plate10WellE17BlueChannel(series2).tif,10,E17,2,,1493,0.09823496620345079,False
YCR037C,1811,126,20181015_135757_230plate10WellJ03BlueChannel(series2).tif,10,J03,2,PHO87,1811,0.03117252457682962,False
YAL068C,7,123,20181002_135035_623plate1WellA03BlueChannel(series1).tif,1,A03,1,PAU8,7,0.14137261080270608,False
YDL151C,1952,39,20181015_135757_230plate10WellL02BlueChannel(series2).tif,10,L02,2,BUD30,1952,0.041599964027115646,False
YDL156W,1970,10,20181015_135757_230plate10WellL08BlueChannel(series2).tif,10,L08,2,CMR1,1970,0.1202424356667027,False
YDL240W,2029,82,20181015_135757_230plate10WellM04BlueChannel(series1).tif,10,M04,1,LRG1,2029,0.12176335762534672,False
YAL009W,489,74,20181002_135035_623plate1WellG19BlueChannel(series3).tif,1,G19,3,SPO7,489,0.13328026555336017,False
YDL154W,1958,147,20181015_135757_230plate10WellL04BlueChannel(series2).tif,10,L04,2,MSH5,1958,0.13575052956808806,False
YAL054C,1882,54,20181015_135757_230plate10WellK03BlueChannel(series1).tif,10,K03,1,ACS1,1882,0.12103251516419869,False
YAL026C,338,30,20181002_135035_623plate1WellE17BlueChannel(series2).tif,1,E17,2,DRS2,338,0.13945998302193233,False
YDL240W,2030,20,20181015_135757_230plate10WellM04BlueChannel(series2).tif,10,M04,2,LRG1,2030,0.12974112737678536,False
YML009c,705,9,20181002_135035_623plate1WellJ19BlueChannel(series3).tif,1,J19,3,,705,0.0768461504278275,False
YMR241W,1085,141,20181002_135035_623plate1WellP02BlueChannel(series2).tif,1,P02,2,YHM2,1085,0.14189962672668235,False
YBR286W,1536,33,20181015_135757_230plate10WellF07BlueChannel(series3).tif,10,F07,3,APE3,1536,0.09588180788769918,False
YMR007W,848,33,20181002_135035_623plate1WellL19BlueChannel(series2).tif,1,L19,2,,848,0.07565939622123992,False
YLR108C,1044,108,20181002_135035_623plate1WellO12BlueChannel(series3).tif,1,O12,3,,1044,0.10015646865171654,False
YDL137W,1844,46,20181015_135757_230plate10WellJ14BlueChannel(series2).tif,10,J14,2,ARF2,1844,0.09744707712631899,False
YDL128W,1719,42,20181015_135757_230plate10WellH20BlueChannel(series3).tif,10,H20,3,VCX1,1719,0.13745677489100008,False
YLR069C,726,85,20181002_135035_623plate1WellK02BlueChannel(series3).tif,1,K02,3,MEF1,726,0.13643223441680366,False
YAL007C,499,17,20181002_135035_623plate1WellG23BlueChannel(series1).tif,1,G23,1,ERP2,499,0.13909032021271783,False
YDL127W,1712,41,20181015_135757_230plate10WellH18BlueChannel(series2).tif,10,H18,2,PCL2,1712,0.12596365028689543,False
YMR141C,130,84,20181002_135035_623plate1WellB20BlueChannel(series1).tif,1,B20,1,,130,0.09162583129628875,False
YMR245W,1115,90,20181002_135035_623plate1WellP12BlueChannel(series2).tif,1,P12,2,,1115,0.10755387517759551,False
YAR043C,764,11,20181002_135035_623plate1WellK15BlueChannel(series2).tif,1,K15,2,,764,0.08370149926185716,False
YDL238C,1946,38,20181015_135757_230plate10WellK24BlueChannel(series2).tif,10,K24,2,GUD1,1946,0.1374791659573596,False
YAR027W,639,13,20181002_135035_623plate1WellI21BlueChannel(series3).tif,1,I21,3,UIP3,639,0.04248386225523482,False
YBR278W,1427,2,20181015_135757_230plate10WellD19BlueChannel(series2).tif,10,D19,2,DPB3,1427,0.08520489657529796,False
YDR042C,1295,15,20181015_135757_230plate10WellB23BlueChannel(series2).tif,10,B23,2,,1295,0.14235468006279597,False
YLR109W,1049,41,20181002_135035_623plate1WellO14BlueChannel(series2).tif,1,O14,2,AHP1,1049,0.11877191134484638,False
YAL031C,307,11,20181002_135035_623plate1WellE07BlueChannel(series1).tif,1,E07,1,GIP4,307,0.06066469433339397,False
YJR054W,1383,7,20181015_135757_230plate10WellD04BlueChannel(series3).tif,10,D04,3,KCH1,1383,0.09637783363392388,False
YDL138W,1851,26,20181015_135757_230plate10WellJ16BlueChannel(series3).tif,10,J16,3,RGT2,1851,0.10012381299103543,False
YDL177C,2126,3,20181015_135757_230plate10WellN12BlueChannel(series2).tif,10,N12,2,,2126,0.12494372659242081,False
YLR445W,1342,41,20181015_135757_230plate10WellC15BlueChannel(series1).tif,10,C15,1,GMC2,1342,0.14017751553150906,False
YJR052W,1297,105,20181015_135757_230plate10WellB24BlueChannel(series1).tif,10,B24,1,RAD7,1297,0.11745085443830579,False
YAL060W,43,88,20181002_135035_623plate1WellA15BlueChannel(series1).tif,1,A15,1,BDH1,43,0.108675750752143,False
YJR119C,1214,41,20181015_135757_230plate10WellA20BlueChannel(series2).tif,10,A20,2,JHD2,1214,0.1098808644359893,False
YMR041C,106,17,20181002_135035_623plate1WellB12BlueChannel(series1).tif,1,B12,1,ARA2,106,0.1418869724404788,False
YAL031C,307,16,20181002_135035_623plate1WellE07BlueChannel(series1).tif,1,E07,1,GIP4,307,0.1314050919790025,False
YLR043C,462,24,20181002_135035_623plate1WellG10BlueChannel(series3).tif,1,G10,3,TRX1,462,0.11188222540278073,False
YML051W,410,16,20181002_135035_623plate1WellF17BlueChannel(series2).tif,1,F17,2,GAL80,410,0.14243437893342026,False
YLR124W,110,45,20181002_135035_623plate1WellB13BlueChannel(series2).tif,1,B13,2,,110,0.13666281586349258,False
YMR241W,1085,79,20181002_135035_623plate1WellP02BlueChannel(series2).tif,1,P02,2,YHM2,1085,0.07502646885886403,False
YMR039C,90,36,20181002_135035_623plate1WellB06BlueChannel(series3).tif,1,B06,3,SUB1,90,0.1414813168991508,False
YMR143W,136,94,20181002_135035_623plate1WellB22BlueChannel(series1).tif,1,B22,1,RPS16A,136,0.12954920111352544,False
YML083C,224,13,20181002_135035_623plate1WellD03BlueChannel(series2).tif,1,D03,2,,224,0.10425285833242687,False
YLL024C,1028,52,20181002_135035_623plate1WellO07BlueChannel(series2).tif,1,O07,2,SSA2,1028,0.14085901559211847,False
YDR010C,2167,75,20181015_135757_230plate10WellO02BlueChannel(series1).tif,10,O02,1,,2167,0.10552238056118557,False
YLL060C,172,54,20181002_135035_623plate1WellC10BlueChannel(series1).tif,1,C10,1,GTT2,172,0.13366405172208076,False
YML060W,279,2,20181002_135035_623plate1WellD21BlueChannel(series3).tif,1,D21,3,OGG1,279,0.1348741430257449,False
YMR244C-A,1121,28,20181002_135035_623plate1WellP14BlueChannel(series2).tif,1,P14,2,COA6,1121,0.056644834672172115,False
YBR286W,1536,14,20181015_135757_230plate10WellF07BlueChannel(series3).tif,10,F07,3,APE3,1536,0.030363126329694984,False
YDL146W,1868,43,20181015_135757_230plate10WellJ22BlueChannel(series2).tif,10,J22,2,LDB17,1868,0.09010037985109245,False
YCR051W,1842,38,20181015_135757_230plate10WellJ13BlueChannel(series3).tif,10,J13,3,,1842,0.034858488939325444,False
YDL180W,2144,11,20181015_135757_230plate10WellN18BlueChannel(series2).tif,10,N18,2,,2144,0.12008694200053746,False
YLR021W,346,17,20181002_135035_623plate1WellE20BlueChannel(series1).tif,1,E20,1,IRC25,346,0.12682132814975605,False
YMR155W,270,5,20181002_135035_623plate1WellD18BlueChannel(series3).tif,1,D18,3,,270,0.13176152528100832,False
YCR024C-A,1692,30,20181015_135757_230plate10WellH11BlueChannel(series3).tif,10,H11,3,PMP1,1692,0.1117764534309761,False
YAL034C,302,27,20181002_135035_623plate1WellE05BlueChannel(series2).tif,1,E05,2,FUN19,302,0.09277533521052997,False
YLR082C,778,1,20181002_135035_623plate1WellK20BlueChannel(series1).tif,1,K20,1,SRL2,778,0.11000116102871324,False
YCR068W,1870,75,20181015_135757_230plate10WellJ23BlueChannel(series1).tif,10,J23,1,ATG15,1870,0.08901415313567111,False
YDL231C,1910,29,20181015_135757_230plate10WellK12BlueChannel(series2).tif,10,K12,2,BRE4,1910,0.0587020627789705,False
YCR085W,1992,44,20181015_135757_230plate10WellL15BlueChannel(series3).tif,10,L15,3,,1992,0.13297190468503117,False
YNR058W,1732,121,20181015_135757_230plate10WellI01BlueChannel(series1).tif,10,I01,1,BIO3,1732,0.1410518155073447,False
QUERY,1087,91,20181002_135035_623plate1WellP03BlueChannel(series1).tif,1,P03,1,,1087,0.00011052242976661297,False
YKL005C,1466,78,20181015_135757_230plate10WellE08BlueChannel(series2).tif,10,E08,2,BYE1,1466,0.14078514200591388,False
YMR245W,1115,46,20181002_135035_623plate1WellP12BlueChannel(series2).tif,1,P12,2,,1115,0.011895854630341762,False
YJR145C,1370,81,20181015_135757_230plate10WellC24BlueChannel(series2).tif,10,C24,2,RPS4A,1370,0.03734253696703958,False
YLR429W,1199,46,20181015_135757_230plate10WellA15BlueChannel(series2).tif,10,A15,2,CRN1,1199,0.1253694554415927,False
YAL048C,165,67,20181002_135035_623plate1WellC07BlueChannel(series3).tif,1,C07,3,GEM1,165,0.1422120557978291,False
YJR052W,1298,5,20181015_135757_230plate10WellB24BlueChannel(series2).tif,10,B24,2,RAD7,1298,0.1017932220064156,False
YDL121C,1676,21,20181015_135757_230plate10WellH06BlueChannel(series2).tif,10,H06,2,EXP1,1676,0.0913003330658379,False
YML059C,285,16,20181002_135035_623plate1WellD23BlueChannel(series3).tif,1,D23,3,NTE1,285,0.08558601983728675,False
YML006C,793,31,20181002_135035_623plate1WellL01BlueChannel(series1).tif,1,L01,1,GIS4,793,0.01722908720850061,False
YLR015W,312,18,20181002_135035_623plate1WellE08BlueChannel(series3).tif,1,E08,3,BRE2,312,0.14193143621053486,False
YOR309C,1604,4,20181015_135757_230plate10WellG06BlueChannel(series2).tif,10,G06,2,,1604,0.12958456485077152,False
YDR008C,2084,4,20181015_135757_230plate10WellM22BlueChannel(series2).tif,10,M22,2,,2084,0.10013478233046175,False
YAL040C,200,93,20181002_135035_623plate1WellC19BlueChannel(series2).tif,1,C19,2,CLN3,200,0.08589332221788831,False
YBR269C,1396,24,20181015_135757_230plate10WellD09BlueChannel(series1).tif,10,D09,1,SDH8,1396,0.09013637112965954,False
YCR025C,1696,22,20181015_135757_230plate10WellH13BlueChannel(series1).tif,10,H13,1,,1696,0.1253642975463935,False
YDL211C,1749,65,20181015_135757_230plate10WellI06BlueChannel(series3).tif,10,I06,3,,1749,0.13323558962757537,False
YDL135C,1832,13,20181015_135757_230plate10WellJ10BlueChannel(series2).tif,10,J10,2,RDI1,1832,0.06517797990068372,False
YBR274W,1415,25,20181015_135757_230plate10WellD15BlueChannel(series2).tif,10,D15,2,CHK1,1415,0.12608576086327278,False
YMR019W,986,11,20181002_135035_623plate1WellN17BlueChannel(series2).tif,1,N17,2,STB4,986,0.13948083350891788,False
YDL218W,1779,32,20181015_135757_230plate10WellI16BlueChannel(series3).tif,10,I16,3,,1779,0.051597103561607,False
YJR043C,1268,58,20181015_135757_230plate10WellB14BlueChannel(series2).tif,10,B14,2,POL32,1268,0.06590813387295778,False
YML021C,1498,22,20181015_135757_230plate10WellE19BlueChannel(series1).tif,10,E19,1,UNG1,1498,0.09748138911463367,False
YDL233W,1921,37,20181015_135757_230plate10WellK16BlueChannel(series1).tif,10,K16,1,MFG1,1921,0.1407410566603464,False
YAL062W,33,89,20181002_135035_623plate1WellA11BlueChannel(series3).tif,1,A11,3,GDH3,33,0.14184480633991978,False
YBR271W,1403,53,20181015_135757_230plate10WellD11BlueChannel(series2).tif,10,D11,2,EFM2,1403,0.0405544470755778,False
YLR450W,1444,14,20181015_135757_230plate10WellE01BlueChannel(series1).tif,10,E01,1,HMG2,1444,0.10025133868144276,False
YAL026C,339,85,20181002_135035_623plate1WellE17BlueChannel(series3).tif,1,E17,3,DRS2,339,0.11156842335056188,False
YLL046C,42,45,20181002_135035_623plate1WellA14BlueChannel(series3).tif,1,A14,3,RNP1,42,0.1196478563989259,False
YLR044C,468,4,20181002_135035_623plate1WellG12BlueChannel(series3).tif,1,G12,3,PDC1,468,0.14200491677215343,False
YMR194W,684,36,20181002_135035_623plate1WellJ12BlueChannel(series3).tif,1,J12,3,RPL36A,684,0.0858472735250636,False
YLL039C,1076,66,20181002_135035_623plate1WellO23BlueChannel(series2).tif,1,O23,2,UBI4,1076,0.1299103961460036,False
YMR219W,852,17,20181002_135035_623plate1WellL20BlueChannel(series3).tif,1,L20,3,ESC1,852,0.13673668924917126,False
YAL040C,200,84,20181002_135035_623plate1WellC19BlueChannel(series2).tif,1,C19,2,CLN3,200,0.1342959361266079,False
YJR118C,1207,80,20181015_135757_230plate10WellA18BlueChannel(series1).tif,10,A18,1,ILM1,1207,0.14237337191581387,False
YAL053W,146,59,20181002_135035_623plate1WellC01BlueChannel(series2).tif,1,C01,2,FLC2,146,0.14237903800244303,False
YDL178W,2132,82,20181015_135757_230plate10WellN14BlueChannel(series2).tif,10,N14,2,DLD2,2132,0.09986709115484224,False
YCR034W,1726,46,20181015_135757_230plate10WellH23BlueChannel(series1).tif,10,H23,1,ELO2,1726,0.13413842758785152,False
YBR271W,1403,59,20181015_135757_230plate10WellD11BlueChannel(series2).tif,10,D11,2,EFM2,1403,0.07818790275495631,False
YLR460C,1474,29,20181015_135757_230plate10WellE11BlueChannel(series1).tif,10,E11,1,,1474,0.044009478227193435,False
YDL236W,1933,63,20181015_135757_230plate10WellK20BlueChannel(series1).tif,10,K20,1,PHO13,1933,0.03510123941945223,False
YDL125C,1707,1,20181015_135757_230plate10WellH16BlueChannel(series3).tif,10,H16,3,HNT1,1707,0.08287987042009018,False
YMR008C,854,30,20181002_135035_623plate1WellL21BlueChannel(series2).tif,1,L21,2,PLB1,854,0.13900517546524663,False
YLR102C,1024,36,20181002_135035_623plate1WellO06BlueChannel(series1).tif,1,O06,1,APC9,1024,0.1302899421131671,False
YDL146W,1867,80,20181015_135757_230plate10WellJ22BlueChannel(series1).tif,10,J22,1,LDB17,1867,0.12127196043512638,False
YAL048C,164,19,20181002_135035_623plate1WellC07BlueChannel(series2).tif,1,C07,2,GEM1,164,0.13799937391025913,False
YDL173W,2101,177,20181015_135757_230plate10WellN04BlueChannel(series1).tif,10,N04,1,PAR32,2101,0.03243239442434953,False
YDL127W,1712,13,20181015_135757_230plate10WellH18BlueChannel(series2).tif,10,H18,2,PCL2,1712,0.09781237437848452,False
YDL241W,2036,6,20181015_135757_230plate10WellM06BlueChannel(series2).tif,10,M06,2,,2036,0.0727306675145468,False
YJL021C,2111,145,20181015_135757_230plate10WellN07BlueChannel(series2).tif,10,N07,2,,2111,0.03946884633367424,False
YLL020C,931,11,20181002_135035_623plate1WellM23BlueChannel(series1).tif,1,M23,1,,931,0.0652677636292452,False
YCR079W,1972,70,20181015_135757_230plate10WellL09BlueChannel(series1).tif,10,L09,1,PTC6,1972,0.10986286578085608,False
YMR199W,713,41,20181002_135035_623plate1WellJ22BlueChannel(series2).tif,1,J22,2,CLN1,713,0.11525068618399752,False
YML012W,692,30,20181002_135035_623plate1WellJ15BlueChannel(series2).tif,1,J15,2,ERV25,692,0.11308794437120588,False
YLL001W,783,79,20181002_135035_623plate1WellK21BlueChannel(series3).tif,1,K21,3,DNM1,783,0.1416354535926261,False
YMR035W,77,10,20181002_135035_623plate1WellB02BlueChannel(series2).tif,1,B02,2,IMP2,77,0.10939820704696232,False
YDR027C,1236,50,20181015_135757_230plate10WellB03BlueChannel(series3).tif,10,B03,3,VPS54,1236,0.11973053782218834,False
YCR071C,1948,104,20181015_135757_230plate10WellL01BlueChannel(series1).tif,10,L01,1,IMG2,1948,0.10597851570857104,False
YAL026C,338,69,20181002_135035_623plate1WellE17BlueChannel(series2).tif,1,E17,2,DRS2,338,0.13976646167714257,False
YDR030C,1253,74,20181015_135757_230plate10WellB09BlueChannel(series2).tif,10,B09,2,RAD28,1253,0.11194148015876558,False
YML089C,121,82,20181002_135035_623plate1WellB17BlueChannel(series1).tif,1,B17,1,,121,0.13661837134192112,False
YDL157C,1976,21,20181015_135757_230plate10WellL10BlueChannel(series2).tif,10,L10,2,,1976,0.026042357710351224,False
YMR169C,406,5,20181002_135035_623plate1WellF16BlueChannel(series1).tif,1,F16,1,ALD3,406,0.11861111565675467,False
YLL005C,865,68,20181002_135035_623plate1WellM01BlueChannel(series1).tif,1,M01,1,SPO75,865,0.13429698056450587,False
YLL052C,59,31,20181002_135035_623plate1WellA20BlueChannel(series2).tif,1,A20,2,AQY2,59,0.12844275901596955,False
YLR058C,599,38,20181002_135035_623plate1WellI08BlueChannel(series2).tif,1,I08,2,SHM2,599,0.11689686386479654,False
YDL234C,1929,21,20181015_135757_230plate10WellK18BlueChannel(series3).tif,10,K18,3,GYP7,1929,0.026263345577095892,False
YDL174C,2107,27,20181015_135757_230plate10WellN06BlueChannel(series1).tif,10,N06,1,DLD1,2107,0.1083517648633868,False
YLR429W,1198,119,20181015_135757_230plate10WellA15BlueChannel(series1).tif,10,A15,1,CRN1,1198,0.11098420454081753,False
QUERY,11,19,20181002_135035_623plate1WellA04BlueChannel(series2).tif,1,A04,2,,11,-0.00047480789247630883,True
YJR031C,1243,41,20181015_135757_230plate10WellB06BlueChannel(series1).tif,10,B06,1,GEA1,1243,0.1418147068670249,False
YMR221C,857,11,20181002_135035_623plate1WellL22BlueChannel(series2).tif,1,L22,2,FMP42,857,0.13385465415205453,False
YMR012W,949,42,20181002_135035_623plate1WellN05BlueChannel(series1).tif,1,N05,1,CLU1,949,0.05533374435887933,False
YML048W-A,428,23,20181002_135035_623plate1WellF23BlueChannel(series2).tif,1,F23,2,,428,0.14216541555887427,False
YAL068C,9,10,20181002_135035_623plate1WellA03BlueChannel(series3).tif,1,A03,3,PAU8,9,0.1389736473121718,False
YLL047W,47,78,20181002_135035_623plate1WellA16BlueChannel(series2).tif,1,A16,2,,47,0.11302980788214476,False
YDL104C,1531,17,20181015_135757_230plate10WellF06BlueChannel(series1).tif,10,F06,1,QRI7,1531,0.08038978946442663,False
YAR050W,1894,16,20181015_135757_230plate10WellK07BlueChannel(series1).tif,10,K07,1,FLO1,1894,0.10366963856319333,False
YKL005C,1466,85,20181015_135757_230plate10WellE08BlueChannel(series2).tif,10,E08,2,BYE1,1466,0.12319575562695129,False
YDR010C,2167,97,20181015_135757_230plate10WellO02BlueChannel(series1).tif,10,O02,1,,2167,0.04053292832985887,False
YDL230W,1904,18,20181015_135757_230plate10WellK10BlueChannel(series2).tif,10,K10,2,PTP1,1904,0.06661085192511106,False
YJL029C,2134,14,20181015_135757_230plate10WellN15BlueChannel(series1).tif,10,N15,1,VPS53,2134,0.09224065485370253,False
YMR022W,1004,25,20181002_135035_623plate1WellN23BlueChannel(series2).tif,1,N23,2,UBC7,1004,0.03860319450836519,False
YJR140C,1352,22,20181015_135757_230plate10WellC18BlueChannel(series2).tif,10,C18,2,HIR3,1352,0.11416943494138315,False
YML009C,1486,35,20181015_135757_230plate10WellE15BlueChannel(series1).tif,10,E15,1,MRPL39,1486,0.1367610947428808,False
YAL068C,7,45,20181002_135035_623plate1WellA03BlueChannel(series1).tif,1,A03,1,PAU8,7,0.14166294780314448,False
YML006C,795,85,20181002_135035_623plate1WellL01BlueChannel(series3).tif,1,L01,3,GIS4,795,0.12128916209158083,False
YNR066C,1782,26,20181015_135757_230plate10WellI17BlueChannel(series3).tif,10,I17,3,,1782,0.1252729281422784,False
YDL180W,2144,77,20181015_135757_230plate10WellN18BlueChannel(series2).tif,10,N18,2,,2144,0.11177273283893983,False
YMR190C,659,18,20181002_135035_623plate1WellJ04BlueChannel(series2).tif,1,J04,2,SGS1,659,0.14123890294920985,False
YMR241W,1084,127,20181002_135035_623plate1WellP02BlueChannel(series1).tif,1,P02,1,YHM2,1084,0.1298247462455273,False
YMR241W,1086,128,20181002_135035_623plate1WellP02BlueChannel(series3).tif,1,P02,3,YHM2,1086,0.14168804748627672,False
YDL191W,1610,49,20181015_135757_230plate10WellG08BlueChannel(series2).tif,10,G08,2,RPL35A,1610,0.09131448997085664,False
YLR011W,214,32,20181002_135035_623plate1WellC24BlueChannel(series1).tif,1,C24,1,LOT6,214,0.12934537753151765,False
YBR271W,1402,18,20181015_135757_230plate10WellD11BlueChannel(series1).tif,10,D11,1,EFM2,1402,0.10676679845076895,False
YCR024C,1685,51,20181015_135757_230plate10WellH09BlueChannel(series2).tif,10,H09,2,SLM5,1685,0.14058205648167033,False
YLL017W,920,76,20181002_135035_623plate1WellM19BlueChannel(series2).tif,1,M19,2,,920,0.05080454710312041,False
YCR065W,1859,24,20181015_135757_230plate10WellJ19BlueChannel(series2).tif,10,J19,2,HCM1,1859,0.037804520911328535,False
YML010C-B,1493,18,20181015_135757_230plate10WellE17BlueChannel(series2).tif,10,E17,2,,1493,0.1180630973904471,False
YLR435W,1301,28,20181015_135757_230plate10WellC01BlueChannel(series2).tif,10,C01,2,TSR2,1301,0.10487074147321385,False
YLL033W,1064,5,20181002_135035_623plate1WellO19BlueChannel(series2).tif,1,O19,2,IRC19,1064,0.13232358922603593,False
YCR024C,1684,84,20181015_135757_230plate10WellH09BlueChannel(series1).tif,10,H09,1,SLM5,1684,0.11120133771565655,False
YJR048W,1273,1,20181015_135757_230plate10WellB16BlueChannel(series1).tif,10,B16,1,CYC1,1273,0.10841457077325636,False
QUERY,2170,28,20181015_135757_230plate10WellO03BlueChannel(series1).tif,10,O03,1,,2170,0.00010723297589759762,False
YDR010C,2167,102,20181015_135757_230plate10WellO02BlueChannel(series1).tif,10,O02,1,,2167,0.07036806825043437,False
YLL015W,908,8,20181002_135035_623plate1WellM15BlueChannel(series2).tif,1,M15,2,BPT1,908,0.0859219529942262,False
YDL109C,1550,1,20181015_135757_230plate10WellF12BlueChannel(series2).tif,10,F12,2,,1550,0.1319245673713388,False
YML009C,1486,23,20181015_135757_230plate10WellE15BlueChannel(series1).tif,10,E15,1,MRPL39,1486,0.14182253384326027,False
YJR049C,1279,5,20181015_135757_230plate10WellB18BlueChannel(series1).tif,10,B18,1,UTR1,1279,0.13387258633469337,False
QUERY,1087,180,20181002_135035_623plate1WellP03BlueChannel(series1).tif,1,P03,1,,1087,0.00014654716755468922,False
YLR099C,1013,41,20181002_135035_623plate1WellO02BlueChannel(series2).tif,1,O02,2,ICT1,1013,0.038026129330405764,False
YMR241W,1086,158,20181002_135035_623plate1WellP02BlueChannel(series3).tif,1,P02,3,YHM2,1086,0.14038606958376537,False
YAL043C-a,193,24,20181002_135035_623plate1WellC17BlueChannel(series1).tif,1,C17,1,,193,0.14243436819482538,False
YAL021C,356,18,20181002_135035_623plate1WellE23BlueChannel(series2).tif,1,E23,2,CCR4,356,0.13388781981150735,False
YDR043C,1374,5,20181015_135757_230plate10WellD01BlueChannel(series3).tif,10,D01,3,NRG1,1374,0.12892642554435435,False
YJR080C,2164,65,20181015_135757_230plate10WellO01BlueChannel(series1).tif,10,O01,1,AIM24,2164,0.12095687109067735,False
YMR238W,1008,6,20181002_135035_623plate1WellN24BlueChannel(series3).tif,1,N24,3,DFG5,1008,-0.0069644154409957415,True
YJR153W,1459,10,20181015_135757_230plate10WellE06BlueChannel(series1).tif,10,E06,1,PGU1,1459,0.1392932311688573,False
YLR111W,1055,51,20181002_135035_623plate1WellO16BlueChannel(series2).tif,1,O16,2,,1055,0.11913660728205645,False
YJR058C,1400,69,20181015_135757_230plate10WellD10BlueChannel(series2).tif,10,D10,2,APS2,1400,0.1178421175921702,False
YAL004W,578,25,20181002_135035_623plate1WellI01BlueChannel(series2).tif,1,I01,2,,578,0.1422397555700165,False
YBR283C,1518,44,20181015_135757_230plate10WellF01BlueChannel(series3).tif,10,F01,3,SSH1,1518,0.09764273355045688,False
YDL110C,1555,15,20181015_135757_230plate10WellF14BlueChannel(series1).tif,10,F14,1,TMA17,1555,0.06652134604893592,False
YMR007W,848,35,20181002_135035_623plate1WellL19BlueChannel(series2).tif,1,L19,2,,848,0.1416328588705163,False
QUERY,1220,16,20181015_135757_230plate10WellA22BlueChannel(series2).tif,10,A22,2,,1220,0.00011768999688163695,False
YML055W,387,15,20181002_135035_623plate1WellF09BlueChannel(series3).tif,1,F09,3,SPC2,387,0.14242173869372918,False
YLL043W,28,41,20181002_135035_623plate1WellA10BlueChannel(series1).tif,1,A10,1,FPS1,28,0.11842471904085626,False
YML006C,793,25,20181002_135035_623plate1WellL01BlueChannel(series1).tif,1,L01,1,GIS4,793,0.07484210201284,False
YMR041C,106,32,20181002_135035_623plate1WellB12BlueChannel(series1).tif,1,B12,1,ARA2,106,0.13867641943840214,False
YLR073C,743,27,20181002_135035_623plate1WellK08BlueChannel(series2).tif,1,K08,2,RFU1,743,0.1257338477421583,False
YLL006W,872,8,20181002_135035_623plate1WellM03BlueChannel(series2).tif,1,M03,2,MMM1,872,0.12041576156293203,False
YLR080W,768,46,20181002_135035_623plate1WellK16BlueChannel(series3).tif,1,K16,3,EMP46,768,0.08101056124747635,False
YCR087W,2010,29,20181015_135757_230plate10WellL21BlueChannel(series3).tif,10,L21,3,,2010,0.12859103551291198,False
