StrainID,Plate,Row,Column,Plane,Timepoint,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
DMA,1,1,1,1,0,-4.757303059162027,8.327985977456844,-0.6560344989299535,-2.753617447436615,-2.9126990876178143,1.8066988875634877,0.8750051883805163,4.011326528056933,0.4267292415892776,-0.3046673850470991,-0.7744771525184545,-0.46372964972190894,-0.45677542628202156
DMA,1,1,1,1,0,14.884689384401584,-2.445099034840658,-0.5159283928436812,-2.4739516638262344,2.4063307898866295,0.48795764697208455,1.2897743216873288,2.202295884938287,1.4997994034344313,-2.3913694637829273,-0.33058266970682076,0.5969120697762363,-0.7553233997924178
DMA,1,1,1,1,0,20.340015240675488,1.6370559136471792,1.6476756061488904,-0.98255254774046,3.4099965063786084,-0.023623083229151343,-5.653364211798004,1.7137391889250915,0.43794955901923727,-3.8106931522737644,-3.898095749860642,1.395486325997513,-2.69637239297869
DMA,1,1,1,1,0,9.90820111653094,1.0803686888680446,-4.096922397045706,4.187390571186268,-5.296246813835094,2.0499398303382184,1.1164997270704646,2.3234419160446,-0.6694048585917676,-1.0085213572840888,4.093734649357575,1.072923671356155,0.5624835195180934
DMA,1,1,1,1,0,2.32817434727111,2.3195026242508803,3.0733066711256045,2.0762517063160906,0.6651035121928588,-2.585054730012819,2.25451856200088,2.757338326354425,1.80912451868315,-2.8412624740432686,-0.2291781844085022,-3.331486231125864,-0.641577036318198
DMA,1,1,1,1,0,3.557736117868788,-4.30625203354256,-0.12181385971096881,6.370591169484391,0.35757022641366326,-0.6832601256126943,-1.9726532840625777,-1.8815514969587157,1.2445525338304653,-1.733639404815823,2.0825073787015698,0.08244359086559658,4.673393368571533
DMA,1,1,1,1,0,-8.00803290331131,-4.421247794335662,1.9507927458818457,0.5002321243101119,-4.327549472902154,4.697955627960804,-0.6413143862483224,0.6729178408793917,0.2775606309761164,-2.533169266710281,-1.4736628669503025,0.4683521468577527,1.9713419654664561
DMA,1,1,1,1,0,-6.8700835325548075,-3.2957170839904784,-7.9678641739314084,1.2346648746029618,1.5317122201719244,-0.10923943966027909,-0.07690693040902799,-0.7442183375199868,-0.3994407188805286,1.4706919330616806,-2.923727207557571,0.5860641579900866,-2.960705301273388
DMA,1,1,1,1,0,-0.4250374813519577,11.892341240771566,-0.056165464974880765,-0.8721935645057654,-2.654228416159444,0.9876448004927783,-0.2087109447198386,-1.282758568043257,0.02385966596462577,0.8016125393608043,1.0284872871204407,-0.268614702899616,0.011659038473842755
DMA,1,1,1,1,0,-5.826803872513477,3.270531216397352,4.894856772621887,-5.129291540513196,0.654933566305492,-1.1469286427441574,-1.4975628222206387,-2.4534021472916723,-1.4847654949558264,-0.9029326553919126,1.133719964869775,1.2014755531956096,1.272785158316844
DMA,1,1,1,1,0,-0.9451054010000657,9.841204276589966,0.5668845143773068,-2.4179976010741417,-0.597371390528144,-0.24619563464361835,-2.403834795241881,1.0612444628200428,-2.9612151625247005,-1.0389814107368087,-0.12065041422351164,-0.5427809929446479,-0.5264935546579722
DMA,1,1,1,1,0,-11.011540546896969,-3.884341117231616,-2.8835367322426793,-1.0416229991368688,1.7943846648107997,2.3895667862691408,0.6293547358007504,-3.175907860603423,2.591121375746397,-2.2579142314305662,-0.3468902402051111,0.28060479508507263,-0.3669239982320817
DMA,1,1,1,1,0,-9.51012329537926,-6.826407513351265,-3.4875244393785056,-4.871792436994087,3.0428546810241572,2.0293049816630067,2.8761595012766867,-6.603679747926439,2.9968255090960314,2.040216142393145,-1.3216777187377706,1.2128783356066175,0.9086908952660656
DMA,1,1,1,1,0,-5.091398944210247,-1.6735650626302405,0.43126596305823295,2.7836978265348336,-2.598545178339319,-2.175354923532698,1.053491011229107,-0.4910751944821616,-1.159031568158861,-0.09681864066114648,0.017159922127511332,2.953069103091818,-1.5062406019603993
DMA,1,1,1,1,0,-4.8472120556018465,-3.3983552369121854,1.8061371427584705,1.8464541665569305,-1.060939025599849,-2.0539413213062985,-0.22047664235505024,-2.0841285371003004,-1.3750304327349396,-0.5207595968424995,1.229428493221807,-0.06146048113227855,-1.2657865648499576
DMA,1,1,1,1,0,1.7281133676883815,-3.687104096289639,-7.450996835863085,2.7724333788824964,-1.8343299661718764,3.2478971398138006,-1.3343860609989693,-0.07192178499491897,-2.847690698694582,1.7556259616187742,-0.8930194159428515,-2.3706641157083723,0.24395907554036325
DMA,1,1,1,1,0,-0.47555814010737685,-2.217240370776184,0.09034757229629836,3.204518804515568,0.011448910658224369,-3.4098628182057884,2.4779762372779337,2.5311832217642283,1.3237944108252966,-0.6271631220170141,4.254800744479209,-1.3252089505259428,0.7889309233327483
DMA,1,1,1,1,0,8.524099021469691,0.2747601276147576,-3.6527625586230017,-3.111107826688193,4.27444030829375,0.5705672119911795,-4.5245633844393005,-0.8302259641303206,0.9696965075746368,2.563285469313931,2.40317089620335,2.094093853945956,4.274791587196207
DMA,1,1,1,1,0,0.8510775536377815,-3.712130539737826,6.103398611522041,0.037194618950165466,0.5963811241697412,-4.122778443584775,-0.19403394542855085,3.1635904725136745,0.6237306660413405,1.2819516936897508,-0.3119727603705667,1.1396719751860742,-1.7340683526846585
DMA,1,1,1,1,0,0.2457018329688653,0.0576155632735672,-5.052787937511076,4.534541077879541,0.11563638037913512,0.6580820601152725,-2.7509362663410917,-0.9036643885614969,-1.5084509031247428,-1.019276659896969,0.994697842687257,-2.051408575512912,0.16588017585731343
DMA,1,1,1,1,0,0.6577784304941086,-5.309126275235811,-1.0638166435075405,-1.0762602906919547,-1.7021625763151274,1.9370579893615105,-1.2028787803387087,7.631975222800165,-1.669781406660103,1.8455957164447643,0.5782846641713196,0.8853928734638742,-2.861301683790934
DMA,1,1,1,1,0,8.603197377847156,-5.712290197809418,1.1125567195463621,-1.042807777621985,4.009652774228482,-0.19232150991088282,-5.268664627481587,0.8685777889092358,1.6861050465266534,-2.3002621783272184,0.8330804595864992,0.8468373595209657,4.042474501717831
DMA,1,1,1,1,0,17.223916458606844,-0.8222660697116133,-2.638164564392115,-4.6225899806149044,1.8564337331774692,1.4411631809050693,2.667110654910899,0.26746428811874967,0.9583648851543776,-1.5061165252494542,-2.548515154457352,0.31081934978581277,1.077378701605601
DMA,1,1,1,1,0,2.6505647433076183,-4.674446379576867,-2.2156548133392575,-0.36961402267398974,1.9162066685346815,-2.7454793037764027,-2.966126050281316,3.45329110152433,0.7497410272384494,-0.351281272278125,1.4756942299708915,-0.8421333627350442,0.9662475096133905
DMA,1,1,1,1,0,0.007131541984510238,3.2880261296158078,3.7975669699668146,-5.540179024805535,0.423138903840937,-4.896137267244734,1.0970356280334537,1.755895060028644,-4.2519203168956246,1.3145850272531738,-0.4875995210429951,-3.5857779521205795,-0.7611207926515845
DMA,1,1,1,1,0,-1.234469477716575,-4.585556881127831,3.6705956838017606,4.086952635724122,-3.6647553026425705,2.698365842725848,0.10407879037085603,-0.5618365626430725,0.840031565236357,-2.2409745094012514,-0.39436601867250914,0.5864365753439033,-1.734544665834863
DMA,1,1,1,1,0,-0.13655633520011085,-5.44712462341498,2.6345558307915162,2.203417270724955,-3.4103171327506687,-0.909558359007053,1.069158330490724,0.20302845169776285,0.22008081116052813,-1.658502902910572,0.92356596665718,-2.1378648296957623,1.4538857910806249
DMA,1,1,1,1,0,-0.18328756059154236,-4.424718004361623,-3.518496647328643,0.17459563652431004,2.482155954441397,-1.6656094868768425,-3.630630428197707,-2.6858535801319254,-0.023762291894697446,0.8522772177903087,-0.04749573939445743,1.1107755321800552,-2.8099662840137647
DMA,1,1,1,1,0,8.39277525239268,-6.4401610193312,-3.836123605780096,1.2157443578379703,4.601467055056737,-6.32670207743945,-2.266418272029077,-0.5399248491607782,-2.3075584376576095,-2.7377609500944255,-0.35607434226068513,-2.633057202473558,2.399795329992503
DMA,1,1,1,1,0,11.281560026556473,1.3856051069640842,-1.2207609038419325,-4.193956726243227,1.646083636088268,-1.4184292426735443,4.851273739059533,1.745851945444481,1.1929359817534975,-0.9949479492088044,1.6116007326430548,1.9776165417355809,-1.8722683311241304
DMA,1,1,1,1,0,1.0982406422978908,2.3079325388404213,-2.445497035372014,3.3603000967700645,3.515673596686616,0.3242941737878092,-2.438806630701962,1.6771272217927689,-0.3402297325243644,0.38161248148089877,-3.3276803032221016,0.05828846245199348,-1.0561706441959733
DMA,1,1,1,1,0,-3.4917740317267385,11.445202758978336,-0.4649274963997246,0.3096519013315785,1.8967798088125403,-0.5717005662940662,0.283321651548046,-0.00756682238893369,-0.30604786640083637,-3.45969325072058,0.5844455224457693,1.596833059849156,-0.4155374919652972
DMA,1,1,1,1,0,-1.2712090482523914,-2.9325915550746697,4.150959307978196,2.6960303705804525,-0.3411879146702289,-6.855079249709434,1.3445677887260268,0.1086263892961824,-1.8842187437727818,1.613105060985315,-0.785611839689946,0.6017174786545146,1.5422829481348606
DMA,1,1,1,1,0,2.453612207128158,10.68793888054957,2.957171628398303,-3.338266416472537,0.8772570354980064,0.7139925150480783,-2.345116358961703,-3.3112743366905772,-0.14774404990139664,0.9348964052881725,1.604216826162887,2.0227103720645507,-0.3640246254460669
DMA,1,1,1,1,0,2.039482819923029,6.769110896166488,1.1921775229782563,-1.7430381741292889,-0.9332133319054045,-1.4260391823900591,4.020796614016658,-1.1383881423322308,-2.6196387071970015,1.3238965327082857,0.17721856793050797,-1.8503969688339057,-0.34225799203091917
DMA,1,1,1,1,0,-1.335392558044879,-1.6502574962710679,5.601755738020648,-2.411913111690425,-0.6077044381247092,-5.435893444110709,1.948529746825854,-2.606286971309284,-1.9629960825864312,3.0221091372937914,-1.7764690209800569,-3.4754402504082527,1.6864852866232904
DMA,1,1,1,1,0,-7.469954664851625,-5.4816126077027265,0.9088329953358217,-0.28869148411717604,1.017535392203406,-0.770873409837559,1.4986911772544287,0.6429702757641048,-0.29524065197975424,-0.5989634134787327,-0.21759697184862373,-0.09491997166660271,-1.111957426688983
DMA,1,1,1,1,0,-8.693626543682795,-2.287056918725225,-3.987546260665131,1.1634121525545746,2.888620472373907,-2.2381606561880067,0.8730672806704265,-0.888675579956318,0.8316529482547104,-0.27593384640961327,1.6210112891314452,1.1409055217993478,-2.6264201465190213
DMA,1,1,1,1,0,3.653411620516929,1.6417104831229208,-3.823303187679048,-0.3208738757389964,5.433059307459822,-1.544378022059212,-2.5712194499636785,2.2557208725679168,-1.3081979226555551,0.1296782434386164,-0.031636665597292286,1.2435147134186346,3.627638393657532
DMA,1,1,1,1,0,3.326133916119633,-3.8893452700690783,3.5004290460658303,4.095056261995137,1.1605882703070134,-4.2441270962716455,2.3793371591916865,-0.8446234841098132,-0.14317017123303669,-1.6628429475064053,1.6119875375038926,-0.637902952579145,0.6959101880165196
DMA,1,1,1,1,0,3.3936444508761854,1.021376796089535,4.7611783637166925,2.55596681893434,-3.980852921953169,1.6141495760160138,-5.376647298597023,-2.691351621373294,1.9884951042215624,0.8142572667382524,6.595270597453388,-0.21603931412029231,-1.4668537535473263
