ORF,Name,Allele,StrainID,Plate,Row,Column,Time,score,is_inlier
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00019090171839469816,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0004417389047325915,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,1.3662984780893339e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,6.943102955134228e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00022139100138324208,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010121611045002532,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,4.920210631018107e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002874723531886836,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002709926029879628,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00015371571315744847,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00028155398998402914,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.051130875109266366,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00030924756977127044,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0004616785829938408,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0003025894366024684,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00024187266052544398,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,3.877142672056855e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00028918753550075116,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00022612496032214935,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.04584937630402322,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-6.563018794594755e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-2.592873324136491e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001375760037371221,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00046074057766398724,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,2.0859096556663514e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.225834412743272e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.342358879385615e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00036071103161799956,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00022822255934210056,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,5.712276833855223e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.01209809410304602,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010359147435104465,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-1.2490225383632314e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-9.391229449445815e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-1.4694381521296318e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-7.374666216858339e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00026723282753710054,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00039355090653292457,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00011724341622249002,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00011365493921366987,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010890309385824803,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003706241955223344,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00022523512698807702,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00013957801595271269,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00031617198796476953,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.213507122715625e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003452551694758388,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00018074521020328138,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,7.917665606496649e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-6.260716860920224e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00014573955153621143,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-7.309374547084801e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003572820093431517,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00033888678858723376,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00039469845457568153,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.032163614754562e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002814780966259034,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00025871830168774923,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.934504472368765e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.243349384437493e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00018094869831930538,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00010583363583896443,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00017867927791095917,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00011908914756961209,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001020224854376417,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002421337854508765,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-7.20714222715857e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00029104164526158605,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00027798954324234626,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002502776993665301,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003078973526644546,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00031661346628794607,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010157478787614638,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,3.259223004592471e-06,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0001648324234722054,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.000196069314165076,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,4.489365740514839e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00031466435803534365,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00018691082557772964,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0005253143790047432,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.031648194983777106,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-6.91597389455012e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002252881574995591,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00025152015759358215,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00031354759360799345,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.137406445180018e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.689405420645891e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0001017727860610218,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00011753367979469576,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0003873677752427307,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,8.11113068441005e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00026234599688687577,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00011105115703582968,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00035028740048212437,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0003299193156164615,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00029056053441647856,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00013524593956454334,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002052863061023369,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00020855568551769732,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00014055482201880132,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.491466806552107e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,6.389939541837086e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.000492993315462098,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002574172638712402,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00012196111095338913,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,1.0184575625571402e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.067339474590596e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0004612846944284654,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00025624739361543303,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0001173232576801575,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,1.4570584804945996e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0003953249035776596,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002702195223742432,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001937982355026957,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,8.763638869069279e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002736800201406375,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00021271214657378468,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00032677810575496014,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002786025396920022,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00036048396426813234,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.848220802376572e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00017470894184323793,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0004905386708664305,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,6.270723503315478e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00044811316453186034,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00021552994356061062,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001352580025631711,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.034288514574281115,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00020416353582133895,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-4.245458802981661e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00043692671697523333,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00018467328931442983,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00025022845105573954,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00011251447425103533,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00030486670784954373,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00011279465815783318,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-4.453146333963098e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0021280267950541387,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.666052325446595e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001275163932175083,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001830493994375293,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00012868366860888103,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00034004768237011485,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00022035897165939566,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00040355641764106,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00035106528202322185,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00026328095961533626,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002028168341525194,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003685058094850535,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003000856903835891,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-7.769025232198801e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-6.51597345386612e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002122753657634313,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002159219305276905,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-1.7876371945224623e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00021815162877814043,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,7.378550687350827e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00015630736231733722,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-6.849473269696094e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,4.06255985594961e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-6.584272996440488e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00023537836792125733,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,9.759084601934642e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00032591071210774647,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003266401711896072,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0005520726418149213,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-3.218297735063658e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00022416603616470798,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00021611617569083919,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-7.4061690948090675e-06,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00018298810009331756,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0001442606502642385,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.032586538303318535,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00036768032881293045,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-4.8246713792082785e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,6.090811022196885e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002367538560531235,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0003975680515575508,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00018026837537726825,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00018232359325104364,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00045558581926130604,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00017568774178694513,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0002624523923672739,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0003099195901462848,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0003171639858136899,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-5.4917525694947456e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-9.021579823143e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00034638405670736616,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0001006696627230963,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0001822264240957383,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0002121976664234415,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-5.780472278366089e-06,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00038091786626096025,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,1.4027384408504817e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010995462815333035,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.965381362721625e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00018439264272498979,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00011956393097481421,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010838577243330039,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-5.050172124687613e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0005597456415994961,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0004960789407154331,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.843927876164837e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.0267887466767614,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.04336559556274194,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,5.289148224935092e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00012230074181199257,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,5.416623285464661e-05,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.04792001959379752,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00012283800739121276,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0004097722628089995,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00033156840639778085,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-5.5856843631685305e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00032858528299908873,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.0005865266095314015,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00030898446826627124,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00026260658043578133,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00019670402069049686,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00024731297518634787,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-4.289524719780502e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00010386724426647564,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,0.00041314310706105917,False
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00023679056507633356,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-8.381523873507435e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-1.7109313583646424e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-2.1276178107404453e-05,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00021939319663275003,True
YOR202W,HIS3,his3,tsa1,1,1,1,6,-0.00011075458638995506,True
