ORF,Name,Allele,StrainID,Plate,Row,Column,Time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
YOR202W,HIS3,his3,tsa1,1,1,1,6,10.862109891424346,-7.755302924239413,6.088254735266573,0.4095214129565803,-1.7088472587350552,2.623466472620484,-1.7086416731147105,-1.693702454862256,2.437818958387843,2.034461473482868,-1.6801081171054952,-1.189798472256403,-1.2102975486736285,0.8189025290786559,-1.492436187889302,-0.9120014427089086,1.0901846374969395,0.7126607759581879,-0.09354287199220246,1.6960145010513126,-1.2852757797260168,-0.8603305865840591,0.24006927571661843,1.4303844141725408,-0.6830915902511154,-0.6008566307334297,1.3485742500338047,0.21639699753558583,-0.34751872024852914,-0.9079832273676172,1.0719221824378085,-2.426208958065491,-1.3493812373069032,0.4732212996646199,-0.7205476894386422,-0.5976823332452598,2.501300561325202,0.7999535711953586,2.4086509012726323,0.313202897394,-0.319152049477748,-1.7335281328612628
YOR202W,HIS3,his3,tsa1,1,1,1,6,13.019987468322906,-3.4993193079207003,1.2067583260246737,2.3930317768861045,-3.9477527710389166,-3.220373169178832,3.943221061236195,3.6418052752979233,3.2415717546437257,2.166275129286479,-4.073425725942218,1.683774315259903,0.8037359761172145,1.1323049976529442,-0.8165757541583395,-0.39813354506378185,-1.4459970122777155,3.0929066396319294,-1.1516458196226318,-0.22907411835160085,1.9715578986848805,0.6899564025044479,0.5413570300066498,1.2838091367425586,-0.9966211382944313,-0.06462415871507404,1.1352987316865564,1.0933730673932143,0.4008504919307322,2.262821566454878,-1.445759375377047,-0.7693357644995571,0.30085913797672215,1.0344862316843848,-1.8219217272123007,-0.5346686162849654,0.6519997474034986,0.8675608163977743,-0.15013168480508154,-0.7020354490755244,-0.4151156698731727,-1.7315578112708154
YOR202W,HIS3,his3,tsa1,1,1,1,6,27.820537082501406,-1.0170507768157935,-6.97937436511216,-4.572585865635529,10.893336100869051,2.619891111589827,3.5821686022153694,-4.961431086752261,4.091770932603613,5.304042791437297,3.3005852584944706,-3.322572765007636,1.7891082434775605,-2.0910058401399603,-0.13082593145583843,-1.2190005954802157,-3.5550837218154503,0.9043900830299184,0.07241931410551361,-0.9059315459047199,-5.006091183458553,2.302354716259743,-0.5671895789945174,-1.8408595386571016,-0.0809522798965745,2.6809703577617987,-0.13746432258670727,2.0229948027486087,-1.8172774384177541,-0.5081200118610316,-0.45033735660519714,1.4959242107024018,0.16970151195725203,0.2709434085318235,-0.34024296322431935,0.11674605842650065,3.192887562829156,1.8464556612580116,-4.03869303931441,0.4578719806554357,0.4522753631380174,-1.7330020162020596
YOR202W,HIS3,his3,tsa1,1,1,1,6,14.791459267940033,-5.7449128132218155,1.848254693947284,0.3823032797894033,2.241692568039239,-1.9108358247781565,-4.661474576115428,0.07101136785703765,5.538219034926703,-2.119163094059105,1.4843593862777982,1.0847112855288001,-2.0033836730364567,-0.9249653386053871,-0.7680762749496814,-2.349129667196472,2.86488016676331,0.46525142749276927,-0.07630830395235266,-1.589138642841231,0.6192773661255189,0.5903811316493864,-0.06737384449295863,-1.4786616917025233,0.0902725022127503,-1.22518702733408,1.3150217353818987,-0.18336501928955698,-0.6024356535411166,0.5545980149618595,-0.5855114619068148,-0.7341084175719276,-0.04900079977160088,-0.06875317470013265,-0.007897629919884519,0.6731256426668556,1.5386834646516392,-1.3431160554166814,2.791816197912077,-0.24679465855364913,-1.2063055418858166,-1.7333161582432859
YOR202W,HIS3,his3,tsa1,1,1,1,6,11.493522040083382,-2.6662938275941004,3.0998539642296,3.064087842833029,-2.066136785083965,-4.505354242627043,1.9988341085878552,2.127960738866627,1.8059089100664771,-1.0838324805178503,-1.4029450227136218,1.4899842678914346,0.01318824061711088,-1.262025402117922,-1.194426767310382,-1.1339811993690998,-1.915208302680024,2.5923061109053847,1.8793835544184618,2.096071823275743,1.66561530241684,0.9416896563113732,1.627473003055034,0.42304554646770476,0.5153492305273103,0.5947916908072834,1.970168515462887,0.9122343558052157,-0.6402950736964212,1.4290595031641087,0.10819325759151388,1.083965425405609,0.6044492477442711,-0.40025152461849833,-2.3369659623712793,-0.44270483536001887,0.7414617070830644,0.5706360899998916,0.6370957091120025,1.3940748840636585,0.49155026129166807,-1.7323786844628186
YOR202W,HIS3,his3,tsa1,1,1,1,6,26.88807495552113,10.887867543645509,-7.234085178993502,-1.2484636206019626,6.973330671703316,6.83905680494515,0.8906108578916963,-2.1989551356446646,-2.067266665467563,3.023312609353095,-1.461700939708674,0.010415385507273722,-2.180634949191949,0.8605312367754814,3.4980636663473876,0.9632715712869302,-2.0683751132751067,-1.7498489541074866,3.1461752363307953,-1.0317894909339995,-2.448137076911456,3.884248296623917,-1.8949871924108246,-1.6939603248272892,-4.082845800967208,1.0567044940464116,-0.8835347154650828,-2.2483291421843625,0.8975116557659691,-2.489765767364943,-1.1995909590376757,0.17261824858130614,-1.1168640914975607,0.15691290459758678,0.3307904653307554,1.6017847828453415,-0.22218188794535787,-1.816469245387833,-0.04559957027388539,0.18422846666215154,-3.3930143807650555,-1.7334744802795612
YOR202W,HIS3,his3,tsa1,1,1,1,6,15.488082107776103,7.262823679581915,-3.5753067376734213,-3.3692199724111354,-3.650485255251754,-10.009497017987007,-2.470046887780733,0.4428113209447219,3.5447999922597897,-5.016919971088653,-4.569219995179158,2.328017975758074,-3.6299539329748773,2.2062230327641226,5.045662407163506,5.563435400881626,1.6527904423831055,-1.9771737376396552,2.621187861785451,2.563919903438269,1.9002746062707931,-0.22265020076323805,-0.6121995870998148,0.42797516149917914,0.4073794993341435,-1.1441297510625477,2.9506462644193236,-0.20344426468514776,-1.9768282876697698,-1.838833396035366,-1.113647864261483,-0.1666541473306916,-0.6607235723389633,-0.2492033785828417,-1.8375397368733948,1.7162121871514389,-0.6807102499799222,0.505719905854388,-1.0070386772040063,0.3308209746123365,-1.1450575157294522,-1.7286339367629968
YOR202W,HIS3,his3,tsa1,1,1,1,6,13.360851262414572,2.503914098264698,-3.062006344163407,2.610409776593235,0.9327704968013195,1.1575367714107836,-6.328771173605851,5.1463998564230975,4.635204629874325,-3.1084549134773205,2.5013225978093705,1.487383729008807,-0.8303649530452681,-0.5673938856031997,1.7174349422368111,-0.2751952330443397,-0.05523194530149911,-0.3353101270490136,1.7480829340351007,1.6023110617610197,2.4500159616234933,0.19937847791328112,-0.8179958298932022,-0.04786672947254833,2.3227620527495123,0.32693305090232916,-1.8655268350117649,0.32487768706462644,0.5503240872245899,0.13696239165489904,-1.3661948171738785,-0.6765772871448252,-0.44623188606237574,-0.6282492083288695,-1.0394815261079757,-0.027863647078926523,-0.753990742198169,0.7694967644408147,0.2710195926373238,0.7930269407555145,-0.10828191013308414,-1.7340134549310182
YOR202W,HIS3,his3,tsa1,1,1,1,6,20.575124967330755,8.749367245000018,-3.7715895661765035,0.34118646089602944,2.1448463043157133,-5.165498673444314,-3.583292046774805,2.249866512259782,-0.22896461321616068,-6.637838917440104,-0.7056399740283884,2.642852807029356,-0.20874293018861378,-0.45773433598726454,1.7669114636631422,0.5855249407655356,2.2564913301762606,5.078953606018656,2.827990081843235,-1.8722509281857203,1.3950586078093141,0.6662875413261482,-0.30304589183050806,0.3528007746915045,2.730418550414151,-3.133706975786778,-0.1461512724521189,1.412699571992932,2.756641769770308,1.5360523145177865,-1.242835815130145,-0.12865404596894214,0.7083938809657336,1.6585259848312668,1.0603421118254337,-2.116225388734205,0.2638148602305501,-0.30133183769384186,1.2876808552264847,2.081810276426526,1.0465609402082459,-1.7305177958706184
YOR202W,HIS3,his3,tsa1,1,1,1,6,13.199357606987878,-9.463561360194374,3.9608418653602935,-1.1131016424790383,0.2780263163164598,2.026157750113793,-4.448144269505001,-1.0845810227413737,5.054093143818594,1.7999457226533435,2.5531593075722006,0.47468171737937614,0.283115865352613,2.0062426933660054,0.5820794060507615,-4.262062419110382,4.449803090207243,0.9232416834521784,-0.6755989272543264,1.0430911329168153,1.3065179061716563,-1.008514622982327,0.7177508015517264,-0.462167765008588,-0.31742227367418063,-0.32429072024873556,-0.4104674090237491,1.5735243798874368,1.079926275387608,-0.6458355986668753,1.1834185461472837,2.3738545294780113,-1.7275267952225297,1.5514584450435094,-0.43395842101469984,-1.4458342983127743,-1.0078115621614314,-0.7342531614748679,1.1879155866992541,-1.3199202138168826,0.6011249727058638,-1.7345791411073672
YOR202W,HIS3,his3,tsa1,1,1,1,6,17.220275130397404,-12.899539365580134,-0.14409227478526498,-5.751048325999193,-0.9050225833418021,5.8202548566591705,-0.05091666423874153,-6.295980998888039,0.9021785147403598,5.963254233592357,2.2396883745097016,1.8578194808819697,-2.1193976500152787,2.4059476631264323,4.899103367271664,-1.0975026537287047,0.9801269997665756,1.1466060363382615,4.435104817280379,1.627804854692513,0.33853375601564617,-0.27365164495167127,-2.6660570129044636,1.9084401216965154,-2.9313644378691857,-1.4114777566773982,-1.8348205906640054,-0.215136215447137,-1.473147777362346,-1.1242263775257464,-4.513847517427071,-0.1250739975013082,-4.3543561359567775,-0.5913994040639763,2.0129928514941926,2.7894828356391574,-1.4362683131554659,0.8390317414305377,-0.4625466106665983,1.0323357600979879,-2.525770572193113,-1.7356041090651875
YOR202W,HIS3,his3,tsa1,1,1,1,6,2.1190618230799343,-8.912222274796356,1.1355454745334166,3.924205387959198,-3.09402170813118,0.743566204999059,-3.3318259657313143,-1.260191412141786,3.237329657658262,-0.1358304077908416,0.4374669611484061,-4.4825137386713525,-1.0753407280519727,2.535481944090711,1.2382389179004494,-0.7003847130912837,-0.97818482700704,0.07695693116378524,-0.2687999482690455,0.43168227744395304,-2.603518030926365,0.21665867025491758,-1.0609325416447288,-1.3004115631698832,0.8053651855142419,-0.8031807002475042,0.20439701540932467,2.981054248827228,-0.8590453210804655,2.761160084331718,0.8941704577884848,0.28493027930457765,-2.1433883765490425,0.004110018887786171,-0.44399428528513896,1.3820508983434714,0.07804487720521025,-1.7698206721059955,3.9230628531262512,-0.9469847430465386,-0.4736659686696244,-1.7375434444652562
