ORF,Name,Allele,StrainID,Plate,Row,Column,Time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
YOR202W,HIS3,his3,tsa1,1,1,1,6,10.366055225019785,-1.0354988764559347,4.126393427304446,1.9653556447083198,-1.5772586848722685,5.656256762646069,-1.0072223762324821,3.3749074737564992,-1.9572648695921533,3.0234998184108606,0.3804129239473827,-2.176479588279206,-3.017198107930903,-1.28627796302278,-0.48778256184139573,1.7781734186758569,-0.38395584043831554,0.8541522018453814,0.3245081450422491,0.7413243666070326,2.3438754465871705,-4.301469026621522,0.04570720804967557,2.276064473711255,-1.5793030089491065,1.7024834316176813,-1.5001564238054343,1.8466899822885534,-1.3739729236313116,1.3782640188738133,-3.0913550553124893,-0.5013711355513226,-0.728464451740745,-1.113517040298193,0.29339340913139633,-1.1502886248123148,-1.7269724795295895,-2.6177583145696186,-1.1668693477177252,1.8601504279950842,2.2470708678497777,-1.7346304376432513
YOR202W,HIS3,his3,tsa1,1,1,1,6,20.634121231322364,8.064160846198265,-3.270547519975091,1.5569954431314008,1.649785487285273,1.08404230754301,0.09287273246035566,1.6493919793042027,-3.7156516846552194,0.6035239296091541,-0.46349063454673056,1.2183998431520398,-3.0999321617158633,-0.03376968594937446,-1.9722932455594588,-1.4224176208513784,-3.06462669204822,0.2792478364883619,0.6109406187063149,-0.056780832042399365,0.1284675842380662,3.297779707842418,1.715319993187666,2.5061034923093044,-0.011657419994734353,2.6069760177016574,-0.39712530058686785,-1.4672900545701675,-0.6878092399167735,4.370197914753962,-1.8112238451572147,0.4726472552002683,-0.37540969876758545,1.37765551417636,0.3398111393152602,-1.0432816601301664,-1.1180283666152515,-2.470615850328976,-0.47627490158768837,0.11427611125915615,0.30736686009238967,-1.7332800879361583
YOR202W,HIS3,his3,tsa1,1,1,1,6,11.771772518086593,2.1824128779282446,2.984825810385032,0.024704336871504945,-2.690422406835439,7.606496042240975,-3.368750566083288,-1.1853159554519714,-1.8532569882719285,2.639854521856501,-2.079702897128884,-0.6867887222967701,1.4222753227838525,0.4093814015167127,-0.6783543131860132,-3.4321036086678305,-2.8740985425557,2.9742320042168076,-0.13525605518708328,2.324315047314513,1.3228582873045167,-5.200217497603591,-1.5658941720673705,0.6587263331628197,-1.1563393438508063,0.4687677152044665,3.496084471973707,1.0015251877019868,1.5995696946536615,-2.480011953531066,1.1477250348643062,2.5794556790669594,-0.6629678187860646,-1.229772222824184,0.12422705961205638,-2.138601745799935,-1.5297400953488323,-1.5349341782906294,-2.6017855774656438,-1.2937408063447604,-0.22003759454955615,-1.735513644102456
YOR202W,HIS3,his3,tsa1,1,1,1,6,8.337966863114708,-3.055310951738901,0.486300049139166,3.5271307588573286,-3.390430660905796,-0.04478220884736184,-2.2920802140721785,2.0931645103635335,3.633372681981556,-0.027143064009409246,0.7877313466148456,0.9794776256137256,0.03438200849314754,3.720404689215667,0.5677005942259779,0.485285831397669,-1.7851067392762994,0.8200377641430607,1.360912949777653,0.8727972251369762,1.4293677889670193,0.059814833153344016,-1.255880765115261,-0.3710553732245373,-2.016572679276439,0.3476325391125238,-0.19158971142795342,0.07982183158936085,-0.5460642271260572,3.7485222955555626,0.5454428553527595,1.2200672699983657,2.245680074504152,1.5211809843969544,-1.030305120993499,-0.24738665540134533,-1.2488682788926777,-0.7685591847462836,0.7047377355989455,0.25216537333944833,-0.6616958147003171,-1.7329954738082711
YOR202W,HIS3,his3,tsa1,1,1,1,6,8.608371529001424,-5.791777684203464,2.773823705743839,2.6595176968399548,-3.7226783102683125,-5.206674143661026,-1.4882766606742317,2.7882593141700465,-2.494263483558057,1.6258750491949363,-0.12948170459441277,1.5937217134353132,-1.800858425624019,-0.4025247813429115,-0.17218943807981701,-2.3438208078531497,-0.5054456376163958,0.1997588982500172,-0.5986164269462966,-0.5907712764978383,0.751289842911818,1.6139952874518166,1.8653738469428542,0.9833389072450515,1.903229892960048,0.3977785123483304,-0.8069809295530932,-4.081634643282032,-1.0104276130717162,2.4280840442500895,-0.4391636454540235,-0.8593802991935574,-0.34744526223886885,-0.7879215357901879,-1.0255768356071444,0.1814107065755271,-0.591157016535553,-0.6468968045079464,-0.05049698153912896,-0.14063096556705468,-0.5280852524741892,-1.7315145505645728
YOR202W,HIS3,his3,tsa1,1,1,1,6,7.082778204073634,-5.978571859101141,3.9253096267925605,-4.422296985209756,-7.282462789902894,1.484161133450772,-1.1378316952966232,0.9713160308852494,-0.6527617832415473,2.3280810170499713,-1.9606921655746383,-0.6909677704260634,-3.4324261678557626,-1.024588320408496,-0.1551065303389638,1.5294711290929928,-2.2633063161517986,2.279619597350332,-0.18431652392982623,1.6330763327244608,-1.1216641177706201,-1.3898146254049397,1.5986377128176534,0.7728881747751999,-1.3102668766429115,1.3474187310058352,-2.353076613983763,2.5741817142514307,0.3201437580987452,-1.7781128055316906,-2.47612552930735,0.6940597189787533,-0.03676766063229642,-0.5494714373938094,1.6580108698335667,0.19497833910440487,-0.5986159542572068,-0.46454951393980637,0.0984234550748373,-1.1006986948367756,-0.4669923082438172,-1.7329736879419393
YOR202W,HIS3,his3,tsa1,1,1,1,6,15.386708098288292,-1.8733000262058372,-2.9228595001828155,1.8322896314161834,-1.069477936972954,-5.174377085681215,5.310223541940892,4.953211432263081,3.2325205925950176,1.1991298425360557,-3.1336200647370744,-0.17532741618489414,-2.407015728358087,-2.620499278243009,-1.6081787453409764,1.0649371325597834,-2.55870744312636,2.569010190565081,0.18433964566654804,2.4351639193057117,0.4233522334066553,2.846472773893301,0.42651352226866684,2.1684461265782886,-2.057161485851719,-0.5247157672966091,-0.3727773020224941,3.36565401489564,1.1863753261011794,-1.2522071960438803,2.1964709896905976,-2.135237360883205,-0.5324385879590081,-0.011132543398911565,0.5749721668955219,2.321794313780574,0.31657750176370736,2.4063610761501764,-1.0550741985516119,-1.4796021505926114,-1.008341172603425,-1.7304705698105458
YOR202W,HIS3,his3,tsa1,1,1,1,6,14.921100382724031,4.191818856658065,-2.911994074687928,0.7831726962988382,-0.1469549225532275,3.9719172938833096,2.0702690935896624,3.3194825176164806,-1.021800809651152,3.341097530548548,0.30760842531729526,-3.5389336249793493,-3.0094374987357697,1.4642087880589152,0.22322174875363143,0.978504704739513,-0.5704644709469722,2.7076582564053373,-1.6313885948755955,-0.45480230238505254,-1.6297035756463067,-2.5932213101232615,0.1874658479724042,0.10033989976145397,-2.058129492221836,-1.0502147926689518,1.4280005381108691,1.2732619986635225,0.008875956570121746,-1.9878936667001423,-0.2842816633114227,-0.34985305108279363,-1.4437103167120235,-3.4337891970780223,0.9439365598783303,-1.2378539044121084,-0.2546195017633839,-0.2395076476936362,-0.09289351811629287,-0.7897782949635915,-0.8072570885438675,-1.7334937320150001
YOR202W,HIS3,his3,tsa1,1,1,1,6,16.957500636909163,7.967485072574126,-1.0575200763816517,3.9128275530127086,3.5783118628821495,2.01467989953258,-0.6441949361703516,0.528236318951691,2.504324073493084,-2.0367391131578145,-0.07093705415993756,-0.332662287377935,-2.088488621180437,-1.3572177179065243,-2.976668222706075,-1.3185085489213157,-2.9620004318584465,0.23609600372415981,-0.9214706068524198,1.5996314462302843,0.09110270018295291,1.5827863636466981,-0.2338169009869909,-1.2015072659070876,-1.8300728082830406,-0.2914584308048074,0.1527261785815603,2.3807938137195097,0.1719727895383284,-2.469156968842424,-0.3394744375498313,-1.3286279086159447,-0.6131212505865453,-2.7148805064909256,0.3648227812727347,-1.2157993623380803,-1.5643594896755963,1.0295989036110331,0.0566337204053603,-0.04560615464791434,-0.25660627858674845,-1.733651822226626
YOR202W,HIS3,his3,tsa1,1,1,1,6,16.375695328861248,-3.833034097878959,2.1438733325917982,0.9860460045827737,3.725806536875319,-1.0616286902596936,-4.50654166501213,-0.023181928752138425,6.307219539543785,-3.32410767864082,3.138850233728288,0.5287149487626304,-0.5834326450414988,-2.6913299886188415,-2.5284174111716964,-0.5293217918863582,-3.1576419236286566,-0.6151655122232581,4.371084547048401,1.414569008053594,2.7914336186434405,-0.9688818528846541,-1.046941173099406,3.860390899305183,-0.5883772417771451,4.449421727141905,-2.351940259313674,0.07128272099875907,0.0743132175660855,1.8006206029990706,1.01436329046377,-1.5125472868963132,-1.9604038322733701,-0.10808611173638405,-1.1245650329898627,-1.0811512753378536,-0.8225850470195264,-3.5799413740659976,0.3632014640085961,3.6831356740970804,-0.11963546158881014,-1.7335654139081274
YOR202W,HIS3,his3,tsa1,1,1,1,6,15.170534046812726,4.54535457200731,-3.677427606588392,0.6190911257871168,1.237863747575361,-1.1743379346890719,-1.734997883228745,1.3609763198128797,5.648159203888571,-2.720974611585874,1.3674457266497537,-0.25761572765706964,-3.697597496900228,1.12653418121313,-4.291382536357429,-0.058017100458919835,-0.13307109058173872,1.4885759543491508,-0.04640752290502226,0.8166749021292127,0.9571756187474444,1.7409506839486997,-0.11231295160578784,0.9076300354696243,0.9789245461435536,1.3585381114035087,-0.5929144752957602,-0.14266869419904238,-0.1971990304124236,0.020815050605510477,-1.4974582075106502,0.24653696704373745,0.12089407515107187,1.0009574350045267,-0.6530868847350138,0.42814407039331065,-0.013169246943045998,1.2470926603427719,-0.16071239529047854,0.7749796725075526,-0.6029513554863049,-1.7294077093145348
YOR202W,HIS3,his3,tsa1,1,1,1,6,27.982666652017464,7.906359066493682,-4.56100059843789,-1.9670687147206338,7.362136369503472,6.329693635334348,1.0829454320738767,0.32209298789221963,2.3335744230124824,3.185493361824606,-1.6031367048424041,3.6432887146195014,0.6655969605823112,-0.058733530482551255,1.54121640149509,0.8152922612960192,0.953385960969495,0.6114227840418829,1.8712364343072176,-0.5902623975438157,-1.5510123737240697,3.3845911310386176,-0.27004057138886906,1.0039057307783659,-3.0846206573971537,0.25911962738529803,0.26100698480758533,-0.9970588337089572,0.12049433585691482,-0.4294603725137105,-0.37113911196334937,-1.6234115765390666,0.20131052354580103,-0.7247472923040119,0.4750091941101491,1.4160799664297563,0.31790776728216474,-0.9918366339310227,2.4070040476923205,0.15371021668820517,-2.0103340652068593,-1.7323773119549561
YOR202W,HIS3,his3,tsa1,1,1,1,6,14.502878270816556,-1.1869812515100142,-0.8633133114503824,-6.829616293727048,-2.886348546850903,1.2881586615009573,-2.2068136180318136,-1.6218025879628317,6.349594556442423,1.7640423751966807,1.021833450773914,0.7828102553205764,-1.120961613584935,-0.17604981117739787,2.222651003682458,-0.13037881698979636,-0.778141496303183,0.5365935428478013,-0.4304451118048631,0.7204495732174003,-0.11184955971390598,-1.5531582845802157,0.16761745292382352,-0.10306221320677422,0.14692020183462984,2.0558425209168565,1.225662803380255,0.24744008558612574,1.491988117675486,2.525597080706057,-0.5215464485399669,2.422328943979101,-2.520586434196135,1.67919715753539,-0.9092349446251072,-2.037573148478545,-0.19352568306271123,0.3824857199888257,2.091696295976467,-0.2997867481055808,1.5056952402254566,-1.7327002378921104
YOR202W,HIS3,his3,tsa1,1,1,1,6,16.977259582474915,-10.230897529251576,-14.49395289170746,2.0294449759821944,7.2080601442024514,-2.6624626696151212,-1.5752878317988137,-0.13657778358819006,5.317188656546139,-1.678979505062429,4.362467359968069,-5.19938562113941,2.6487691611050344,0.2024755875428228,2.577622728834608,0.4969654940628202,-3.19647776605541,4.838688073979131,-1.0863067975894598,-0.913568304995394,-1.1055665747217913,-3.631603473255735,-1.0655197640164014,4.947753787306677,-4.193239232658581,-0.12202889001280592,-0.5696040239504438,-1.0793304604334866,3.1255601935783983,-2.145705494586525,4.482778889124069,-5.607428965425778,4.667508889187225,2.4934115619729607,-4.137486959942485,-4.161383837903819,-3.811062591236033,-1.58363709126421,-1.2867071136755013,-4.754313882177391,-2.567148919322419,-1.7303737618571948
YOR202W,HIS3,his3,tsa1,1,1,1,6,16.07880725172048,2.658359620853644,-1.5198677047091933,3.3506328183318406,1.7572676533869707,2.917311746037416,-0.7586639220386642,7.785139546006113,-2.484106838342286,3.4897939396115043,0.21192199681966134,1.3906445253423676,-2.7193798887524694,-2.270535742789734,2.6050979026116177,0.6026911972338177,1.0054137349243617,-0.329507406910451,0.6139273963719329,-1.5653307808940757,2.170326783999577,-0.06641484798441888,1.142158107262973,-0.08264431965040397,0.1567288352110051,0.29102229193952006,0.941527274975812,-2.3809964576857223,-1.8483180479010692,0.5938026614969893,0.2746432371965901,0.7897162074829888,0.913259918988823,-1.5764193738634642,-0.5007245009347236,0.4505769421407072,1.3096407825612517,-1.1816781995381918,-0.3130980740794176,-0.665431252288714,-1.082690695536554,-1.733822445804129
YOR202W,HIS3,his3,tsa1,1,1,1,6,15.60844595179953,-11.28381639380001,2.840499374346699,-0.052302165553655855,-0.7567829937449763,-1.353721960519114,-0.01780459365483167,0.5711828729385475,-1.0446729058639492,1.9418498739604328,-0.5524060080703738,0.9012932768160127,-1.5723913228399264,0.154640245092666,-0.3421756113809773,-2.386969513484667,-1.7014514627674364,0.3901922164356219,-1.4185097493256769,-0.03939866237606848,-2.1454762526034763,1.1057825125516112,3.9133146991966274,-1.0509151954128948,2.05712278259203,-0.42344676290460975,0.2794961569879021,-2.906404980591831,-0.1668322014526874,1.412196880762567,0.7101480960190277,0.7071848976276478,-0.01781869788414725,-0.4591631686059723,-1.6313003111807487,0.4083199685776377,1.5908609410112362,-0.3218023926738102,-0.7710298267215567,0.13825932495747906,-0.47890890373937284,-1.73160088841026
YOR202W,HIS3,his3,tsa1,1,1,1,6,20.15285995120454,-9.47590296284312,-1.0124938071527525,-1.4775971432215322,2.954798114027875,-3.561896707070571,3.11387623697082,0.6679102140200719,-0.8381603009279843,5.8407656312944605,-0.9303313687474903,0.18607143044610241,0.8322684709759738,1.909439778054308,0.720788866981488,-0.47512059493360526,1.8804619329518018,1.2869967703366203,0.376736697116387,-0.10213883521186051,1.1445035443058384,3.410963572618602,-0.939578039709307,2.0200702845400924,-1.6423473697409676,-0.7810136535882162,0.9738601628093515,-2.4689259736503075,0.8494781281960789,0.8009881052551941,0.33939860898770235,-0.9062457699041835,0.15794286928578738,-0.34638036808644934,-0.8291933845771247,0.742919044702155,-0.4235151745175696,0.28818172830217903,0.011971241602491078,-0.40217545862881265,1.6872032565300523,-1.7311516707907142
YOR202W,HIS3,his3,tsa1,1,1,1,6,4.192524710488323,-7.351753997288635,5.649874390279261,1.1243321742425443,-4.1089887998496755,0.3188325521774051,0.2334982907823525,0.01317851293239855,-4.237402639682382,0.8942902426531268,-2.105652118810438,-0.7268046381741873,-3.634316702701444,-1.4527132640851481,-0.34210180057410194,-0.44034705684351316,1.4387958163413783,0.12772782175523065,-0.017147090541203447,1.7934353347480898,-4.249329591865208,-1.0365720429059815,-1.4352659349232861,-2.123715711391421,1.0900079992008085,0.8647284649679188,-0.7496009745726543,1.1190044290494525,-1.2452355189852389,1.3320761099160956,0.41323965027579124,-0.7310915680797344,-0.7083626615552293,0.44475154821498714,0.41756434966390044,-1.8204278237928393,-0.5730518980081899,-0.1912823744193905,-2.525462904700673,-1.580784837369916,1.0423502179949469,-1.7330775795535653
YOR202W,HIS3,his3,tsa1,1,1,1,6,4.9401751524296635,-9.289308428220433,-0.3751775995502936,5.868479549296664,-1.756080245657649,1.9660597075231419,0.6623659764489565,3.1171192398459544,2.6151782149438736,2.6332250537324904,-0.23448492987264413,-4.6196406604217515,-2.472045484635096,1.6941396148056764,0.5845154831969179,1.8079095814080892,1.0606077014937483,1.1735882617363185,-0.37957482412631616,2.315167152623151,0.3286998335244845,-1.312986769420402,0.2514977450951254,2.4319145682083785,-0.09619233132060173,0.049143658444067526,-0.011506426027871552,0.6321749058967292,-0.7067024478957293,1.3747019821837498,-1.589477149495804,0.003673305120995729,-1.8922199974989864,0.13582056470318293,0.8652802882165641,0.7654004612951374,-0.26813034527803237,1.3607086460332432,0.9897002794537587,1.5626742536225775,1.6272532167875347,-1.7343996370035708
YOR202W,HIS3,his3,tsa1,1,1,1,6,11.565089427416275,-13.332746703735681,-3.4021153963515385,0.7591445228536131,-4.93686080260446,0.8358791078675871,-1.4160596403255348,0.6979604117836795,-1.2116988289364985,2.60896831662818,-3.224890654471202,0.035063095550614376,-1.8944592926565644,2.43824489294928,1.7502019293328976,-0.0037701912200940324,-2.5870422905554866,0.3749346463783547,2.5511767275894206,4.270466254983371,0.1570033384400219,1.8156736524221284,-3.211106533543847,-1.353678215816613,1.2678488982491434,-3.8575151081037347,-0.8493452760481446,-1.8810553066370035,0.19436391438562983,1.122680659647788,-0.17472349796783151,0.1920598471940853,1.3218227707096906,-0.3959573887936503,1.1382787667303897,2.6719742360258163,2.2889643481470263,0.23313440246339626,1.2802088694551388,-0.9762537858995757,-0.4191074578177437,-1.7330956672823272
YOR202W,HIS3,his3,tsa1,1,1,1,6,5.962869468122024,-10.410214021128377,-0.19664020537121163,5.934776820131537,-2.6887813885936223,-2.1733706697754664,2.017463315677164,5.664804309410912,2.912519523327067,1.0298229448906673,1.9114702204467058,0.053397564748149606,-2.7525877030481496,0.342607501253099,0.7318524404044877,1.1326844867925505,-0.0037313326445425066,1.2162084731342466,-2.058171410580778,3.3520521137867867,-1.5030769167602975,0.7750190676821043,-0.39292669459039686,1.8480635513684471,-0.1594151306908939,0.07297309330560908,-2.0435467985770956,1.487372251911401,-0.05537086644449693,-0.19038328291850592,-0.5677838515858917,0.06858911717546556,0.14118055322861944,1.8594584179297582,-0.6607143551779158,2.6461451383778067,-2.7430798352276877,-0.7487144117165927,1.9163803178970047,0.937612939433893,0.7569125539981312,-1.734675572109169
YOR202W,HIS3,his3,tsa1,1,1,1,6,20.21625710013869,-9.749761250810463,-1.206282564485162,0.614210679328953,3.164871706235458,-7.016969003483186,2.9632872746757157,5.105380632145542,-0.29790042464869515,0.8743995231320312,-1.9571988200436796,0.5686399902327435,-1.8523257296685796,-3.3800179409484015,0.6521388796701396,-1.2201290506776514,0.9226699461242767,1.7723660419870404,-1.4779576997715416,0.7547292916683328,1.1563331239925492,2.4379026336963974,1.7030254665574232,-1.0365261938107846,0.8891659906291846,-2.336245842275141,0.3042775102453884,-3.332396462381153,3.849346717467332,-3.0603408164021895,1.5587349466677467,-0.4323006726493608,-1.028041642274074,0.4114060642582966,-0.4602626437807096,2.0273869199204686,-0.4952892764379484,-1.7157071438398195,-1.2439041411705698,-1.9541722609744023,-0.4203690237351305,-1.7302471897070577
YOR202W,HIS3,his3,tsa1,1,1,1,6,12.286824926038049,-3.3438771518699584,-6.4178687019158325,2.2051599780476407,3.333466338223784,-1.9067061670007772,-4.264509621789195,2.5139466385377314,3.601681523320256,-0.7272428296433346,3.6364911060829033,-8.335587800443266,-1.021965748214363,-3.998118031467041,-1.9265124780129983,-2.5316417105095823,-4.876865115556644,0.7451398417338042,1.7551010990336997,-0.6511884072214643,-2.578126791622691,-2.78021168369675,-3.061971395824831,0.24959660707264653,-1.8030356329968924,2.5170477231788686,0.7341277550719756,3.2139447248788002,0.5494092008528901,-1.845238770330101,2.571110611633559,-1.8545017673053255,-0.3683451631980552,-2.269366700086095,-0.7478616580596782,1.9713364126932584,-1.2257235069896257,0.7098298519944368,-1.8674684673557644,-0.6801444415975445,0.9955618477470033,-1.7351441296332206
YOR202W,HIS3,his3,tsa1,1,1,1,6,13.62497340643515,-6.423831153613479,5.05359604106799,0.575594890988453,-0.3705724124602441,-2.7796893535659475,1.1953146605137508,0.519098979280047,-0.9434863576611915,2.484762965124914,-1.5440022611756543,2.8379190679721966,-3.5486118637744566,-1.3900293430394035,-0.49935607773902624,-1.1273865852638045,1.302372727787732,-0.6669711577944334,-0.7262086735422456,0.319070445960718,-0.9972928801828465,0.7379023169027407,1.3818359393831345,-0.713771397618197,2.248364208844123,-0.5376312944672834,0.5283685235394902,-1.5870803286213138,-2.970045338999225,-0.7786065085247651,2.5493351697580584,0.04042708108098236,1.2815581784286105,0.554799238420786,-1.7037943239712312,-1.3901279063398577,1.0749789698480956,0.08416033389702583,0.9666221429470285,-0.614103110406748,0.8003489425281887,-1.7311540033010717
YOR202W,HIS3,his3,tsa1,1,1,1,6,11.519332375976722,-0.9170679250621105,-0.4975641945995889,-0.7674695195348982,-3.6907028284395107,1.563303952699187,-1.5132399568928658,1.0965098760255445,-2.127215507480249,2.479932197900532,-0.8630687623220539,-2.9494487225405224,-0.1966679882291011,0.8935210113012162,1.567176934851727,-1.782708481502417,-0.22166166267539733,1.877230880227452,-1.00588033888573,0.4395417056399127,-2.2330270545949853,-3.923092265394756,-2.7903258706409253,1.178041865911106,-0.656824171346022,0.8744845474182926,0.24414072531428566,2.516089781729795,-1.5980287784778882,-0.34253227267503794,0.48663823614109936,-2.2741251869396533,-2.1413253474147647,-2.2703547838411833,-1.234729279439739,-1.488002443447363,-1.0155268456185997,1.904362464790619,-1.4585383413081876,-0.527848594443159,0.6374649473757169,-1.735343508121769
YOR202W,HIS3,his3,tsa1,1,1,1,6,22.7091338556353,2.137497752398536,-3.8673913074780226,-0.6951343723261263,3.4780930285264473,2.2344307536368757,-0.03192979050985367,3.6251632146502413,-2.483431031815001,4.929593248643609,-1.3570435551751747,1.438580283775166,0.1804257202277184,-0.9518116159835324,2.144910214897647,-0.6992099675996716,0.8398026357853023,0.3020336835425216,-0.15030680213688608,-0.7337939474459828,1.9276666291612334,1.2872583019521877,-1.234780359212893,1.048337154919601,0.5317800907256539,0.39489864111384954,0.5409651548677047,-2.848666912256701,-0.5459283121606396,-2.1936196057681956,0.35390022429094015,-0.8742202899466942,0.15168636096602373,-1.8696151048840077,-0.43741937213236515,0.7850124472516408,0.8658060765850915,-0.4964237044951878,-0.7690224129550502,-0.5841328437126367,-3.3036551403482863,-1.731906689373586
YOR202W,HIS3,his3,tsa1,1,1,1,6,8.95967622402642,2.167996215826091,-0.003175090098705202,2.831126028309721,-3.2438218164492136,5.240018796737181,-3.8670916955704193,6.37727281314115,-1.76144169230521,0.7905366382160304,-2.243911706151671,0.1625625825970851,0.08493951948110984,-0.8457098274688417,-0.26618748160536276,0.029770010376597544,1.2546960103515672,2.130683025847857,1.1076791010472933,1.1778017798677356,1.0583762838041157,-1.9406961272704002,-0.2822903768593558,1.403384998145535,2.2260552268910283,0.71885810926763,-1.1709248384062954,0.9106324069692417,0.06207362752225387,0.22272471624403703,-0.9412923777610009,-0.5791965053876962,-2.12822516770543,0.1395105996426752,-0.6265000765490615,-0.2129166652033797,0.4470246488902916,-1.4258905489864595,-2.598315864117953,0.4516179819225965,0.7252774174697831,-1.73366655091586
YOR202W,HIS3,his3,tsa1,1,1,1,6,11.632750484530796,-7.659621092898058,3.116224499093744,-0.7346477524872534,-1.2250774065007124,0.04678783768518291,-0.4091372455173047,-0.31358172459365785,0.36135042427010344,2.473039048892196,-0.49548722666194556,-3.3961394861923564,-0.9307816068340565,-1.5520848812756465,-2.32402636646557,-0.955101684658191,1.3510290671410243,0.4068740847964062,0.22593936803705406,2.3426106766242722,-0.17318077677510146,-0.6039177957561481,-2.119768542643838,-0.6983444769891762,0.1280351457229172,-1.4476569603124028,2.4921797923539137,0.7247847350929671,-0.09664983646971947,0.22405202213632436,-0.701355288260503,-0.4716488383155757,-0.4582627846446179,-0.29311180765343425,0.8162726854691323,-0.4165261943216508,-0.5444021794481795,0.02031421240144793,0.8686502992732035,0.5720444223022887,-0.05743164105118803,-1.733968444255876
YOR202W,HIS3,his3,tsa1,1,1,1,6,12.36203854652781,-5.369574426377209,0.8886682717879025,-0.25473235697837715,-1.7646101563221515,-3.3066426935327113,-2.2280551500952455,0.9086003291553432,-2.689902122618573,-0.4197107054748015,-1.530495168901064,-2.646802092824158,0.3634919885065533,0.001136920402482866,0.512687462581343,-1.680105606819629,-0.40601696179379076,1.4084889051899114,0.6307547383525491,4.479736532085552,0.03211740879114666,0.47860378752730925,-2.095128358574585,-0.38643269494581134,-0.5921393756271047,-0.4582648540436696,-0.3339010263782591,-0.7276823990584582,0.3835389022896477,0.860043109116312,-1.5533777216746212,-1.6924325900434813,1.261923714610291,-0.5116385808121076,0.9188833030232215,-1.4512663409346063,0.4660915286516914,-1.192931470814207,-0.9002813697242116,-0.29455865813333393,3.515433899788736,-1.7341424297791672
YOR202W,HIS3,his3,tsa1,1,1,1,6,20.77179485925422,1.1521172705610585,-2.1225231467483594,-1.3030777309937158,3.300620970138511,-1.1936929663670899,0.7516446886617802,1.5699442569587068,0.8835805159175224,3.208809038490413,0.6871578341889903,4.068308859707226,-0.9610247277693216,-0.8020544974424297,0.3219187606127607,-0.08315015424149097,1.4870023593937918,-0.356569695738995,-3.399817700492129,-0.4582140392202925,0.4411924271517182,1.4050128089626321,0.05346103803233887,0.8580661236927598,-2.000043840252363,1.3921626493723291,-0.797042289282375,0.5437649454919271,0.838483055495204,-1.5314855696075418,-2.6808551791289794,-1.9918466341385226,-0.2981895600553339,-0.3684251247806333,-0.987837819490309,1.4479991091597153,0.2843742960568494,1.778541904387382,-2.577042847942119,-1.2260665729022886,-0.6412765637874083,-1.7314728640561627
YOR202W,HIS3,his3,tsa1,1,1,1,6,17.749455541342115,0.2964628430892846,0.6042191876072676,-2.752851563383695,-0.8290925581857532,4.240315001373192,-0.92294656147484,-0.8854516844159135,-5.180541868833138,4.178519206026572,-0.9889939232385719,2.1350243756905374,-1.0965385578666262,2.18066683256385,0.7857848031664649,-1.5810683077372973,1.1356265104482985,2.8116433602130075,-0.5170801706814585,-1.2566334655048579,3.3327068939900375,1.781009446170203,-0.5672270801366487,2.1653511774093426,0.4753044246103738,-0.23277668831975085,-1.18801427780489,-2.367040772958464,-1.1259664943051912,-1.2985835746371537,0.9707323142515603,0.17682274367219009,-0.8829340306922899,-0.7523439151333149,0.7658275197783291,-0.39609516374315407,-0.2706775924161231,-0.005917844411071682,-1.3719653308476514,-0.39281102910416577,1.0591010716162885,-1.7326384879358123
YOR202W,HIS3,his3,tsa1,1,1,1,6,20.204319894516644,-13.82276350357851,-9.489345957275706,-0.3285767381632484,-1.098949695942736,-5.862645698538261,5.477039300616157,6.933118399189973,1.0615207440626802,4.3433602630462484,-1.7369479144590185,1.0677326761662504,-4.754532029736936,-1.2231112093975225,2.705211141570593,-0.06552427723023457,-2.0939591862140423,3.6663946893049872,-3.660467649925846,1.0360698563219373,1.6857085861945307,2.211949814623682,2.5360132311683086,-0.12936091091334467,-0.9467907082991013,-4.061972363632424,-1.1523876251070697,-0.659792494614459,2.7208014496580177,-4.443899672178386,-0.08138137258257405,-1.9441560513361347,1.37357740706603,0.27556778015657624,-3.284262891317036,6.0989045557329,-0.6622827134760767,-0.815577275301862,0.18378405218420957,-1.4893524201215416,-1.1597029848003457,-1.7282261501204887
YOR202W,HIS3,his3,tsa1,1,1,1,6,8.347123354063106,-4.037961306429538,-0.20064706406183586,-1.663714092672187,-5.4880232151594255,-3.0670246233727645,-6.390959266205068,1.2912237626388168,-2.7975431365150114,1.6963848701222515,0.530495551214163,-0.541630792209068,0.21739751781585115,-0.9504848473511004,0.7066932248930138,-2.93993647929552,-0.3420919239254294,0.4379195807356355,-1.4713433112216392,-1.5596423159956914,-0.2064273987849512,1.6730448676033367,2.4261934302094827,0.03649119047759153,0.2467432660478148,1.0316252223132343,0.4852593275905197,-2.7141556915229113,-0.5460769283899467,1.2737571164237844,2.7195629252720024,-0.4913539075582354,-1.6802354355211002,-0.6770100530820399,0.9403356395131559,-1.1826132674082879,-0.8090177107219396,0.2226433191514676,-2.8526897869097523,-1.5622122439334798,-1.366303102599728,-1.7328250900226418
